Sample_ID	Sample_NMR_ID	Origin	Family#	Family	Plant_genotype	Plant_line	Treatment	Dry Mass	Name	Plant_sample	Category	a-Glucose 	b-Glucose	Alanine	Glutamate	Glutamine	Valine	Formic acid 	GABA	Choline	Adenine	Arginine	Lysine	Acetic acid	Fumaric acid	Ethanol & Ethyl - b - glucoside	Catalpol	Aucubin	Verbascoside	a-Glucose 	b-Glucose	Alanine	Glutamate	Glutamine	Valine	Formic acid 	GABA	Choline	Adenine	Arginine	Lysine	Acetic acid	Fumaric acid	Ethanol & Ethyl - b - glucoside	Catalpol	Aucubin	Verbascoside
52	189	S	F2	SF2	L7	L	NoA	0,8	SF2L7NA	NA	Larvae	0,00117689	0,00185208	0,005418983	0,05394425	0,00076	0,000915726	0,000219962	0,00378239	0,017886086	-1,29655E-06	0,000243262	0,000268508	0,00187058	2,52247E-05	0,000957013	5,39657E-05	4,98553E-06	-2,23743E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
53	190	S	F2	SF2	H2	H	NoA	2,8	SF2H2NA	NA	Larvae	0,000914383	0,001578574	0,005585855	0,037970926	0,000738737	0,001313285	0,000176541	0,002526661	0,022448264	1,70626E-05	0,000211566	0,000209839	0,001734198	1,69213E-05	0,001309024	4,92985E-05	-1,4433E-05	-8,43939E-06	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
54	191	S	F2	SF2	L7	L	A	0,8	SF2L7A	NA	Larvae	9,14604E-05	0,00013871	0,001137415	0,009621597	0,000218636	0,000957163	2,42939E-05	0,000383621	0,002535636	8,25405E-07	1,4807E-05	0,000100438	0,000791013	1,99815E-05	0,000377351	-1,71751E-05	2,54046E-06	1,29562E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
55	192	S	F1	SF1	H9	H	NoA	0,9	SF1H9NA	NA	Larvae	0,000731131	0,001247209	0,00505688	0,043171466	0,000755955	0,001046395	0,000212317	0,004053095	0,02733877	-2,56889E-06	0,000329382	0,000329247	0,00221923	4,28412E-05	0,001019941	-7,57279E-05	-1,97542E-06	-3,29134E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
56	193	S	F3	SF3	L7	L	A	0,6	SF3L7A	NA	Larvae	0,00171213	0,002626462	0,003327461	0,038242608	0,000661842	0,001212942	0,000247295	0,001912713	0,016696575	-5,35443E-06	0,000299585	0,000338333	0,001157118	5,12193E-05	0,000895904	-7,23165E-05	8,03871E-06	-1,39767E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
57	194	S	F3	SF3	L6	L	A	0,5	SF3L6A	NA	Larvae	0,001146837	0,001763053	0,004883319	0,019881337	0,001104936	0,001378374	0,000241758	0,002654874	0,018418999	-1,35688E-06	0,000249135	0,000395895	0,00171527	1,93478E-05	0,001305903	-0,00032603	-1,53062E-05	-2,99617E-05	0,002619375	0,004033408	0,000668699	0,001209476	6,32708E-05	6,86812E-05	3,09514E-05	0	0,000720719	7,92971E-07	5,57798E-05	0,000202136	0,000199633	0,002804899	0,000117236	0,001309102	0,000266959	0,000871333
58	196	E	F1	EF1	H3	H	A	0,5	EF1H3A	NA	Larvae	0,000665976	0,001269934	0,007355907	0,058434412	0,001223868	0,00289304	0,000305097	0,005125278	0,043707172	-1,79514E-05	0,00027446	0,000432899	0,002704584	4,44734E-05	0,00147136	-0,000154403	-9,89231E-06	-8,05975E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
59	197	E	F1	EF1	H9	H	A	0,9	EF1H9A	NA	Larvae	0,002840684	0,004650326	0,003279576	0,059344122	0,001179317	0,000451025	0,000445594	0,001959604	0,025937668	7,90556E-06	0,000499308	0,000247115	0,00192066	4,64592E-05	0,002092477	-1,99971E-05	2,90579E-05	-3,85539E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
60	198	E	F1	EF1	L7	L	NoA	1	EF1L7NA	NA	Larvae	0,002137752	0,003320807	0,003329061	0,019708997	0,000696574	0,000328898	0,000291113	0,00201593	0,015068567	8,70774E-06	0,000173279	-0,000145755	0,000553537	3,51771E-05	0,00071267	-7,05435E-05	9,08565E-06	-4,51638E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
61	199	E	F1	EF1	H2	H	NoA	0,9	EF1H2NA	NA	Larvae	0,000915918	0,001429303	0,003381356	0,021519372	0,000608048	0,000879393	0,000196438	0,001804018	0,019507488	6,93725E-06	0,000209213	-5,76267E-05	0,001372776	3,80228E-05	0,000969798	-6,02796E-05	-1,74229E-05	-9,7509E-06	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
62	200	E	F1	EF1	H9	H	NoA	0,6	EF1H9NA	NA	Larvae	0,00172306	0,002739204	0,002383412	0,038986188	0,000699641	0,000741266	0,000283677	0,001409039	0,020658972	4,8741E-06	0,000246007	0,000154249	0,001204442	2,49868E-05	0,000904948	-3,43543E-05	3,03882E-05	-2,8107E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
63	201	E	F2	EF2	L6	L	A	0,8	EF2L6A	NA	Larvae	0,002494423	0,003849415	0,003636939	0,023089545	0,001114852	0,000611939	0,000362609	0,000919036	0,015588355	-2,13152E-05	0,000301604	0,000164382	0,001519298	2,09586E-05	0,000980136	-0,000178556	8,66514E-05	-1,13487E-05	0,002619375	0,004033408	0,000668699	0,001209476	6,32708E-05	6,86812E-05	3,09514E-05	0	0,000720719	7,92971E-07	5,57798E-05	0,000202136	0,000199633	0,002804899	0,000117236	0,001309102	0,000266959	0,000871333
64	202	E	F1	EF1	H3	H	NoA	0,6	EF1H3NA	NA	Larvae	0,000883406	0,001495205	0,00931653	0,029757271	0,000508922	0,003107604	0,000211839	0,005061433	0,029591576	3,24706E-06	0,000318959	0,000556961	0,003247699	0,000132483	0,001609867	7,43711E-05	-3,33955E-05	-1,85496E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
65	203	E	F2	EF2	L4	L	A	1	EF2L4A	NA	Larvae	0,003044647	0,004799464	0,002493675	0,01552804	0,000839814	0,000134109	0,000412833	0,000661755	0,012756111	9,42687E-07	0,00048647	0,000484149	0,001284704	-2,34135E-06	0,000893097	-0,000206592	2,86096E-05	7,65606E-06	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
66	204	E	F3	EF3	H9	H	A	0,8	EF3H9A	NA	Larvae	0,000948518	0,001548482	0,007776816	0,034349163	0,000465946	0,001246431	0,000176849	0,003433153	0,026124103	1,45958E-05	0,000241693	0,00027053	0,002531759	5,939E-05	0,000676436	-0,000148989	-1,79778E-05	-1,0273E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
67	205	E	F3	EF3	L4	L	NoA	0,9	EF3L4NA	NA	Larvae	0,001704791	0,002698199	0,003330925	0,035798863	0,000597948	0,0004778	0,000261477	0,001873414	0,020615675	4,48302E-06	0,000225993	3,0583E-05	0,002095049	2,00453E-05	0,001048598	-4,5661E-05	1,02705E-05	-3,9467E-05	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
68	206	E	F3	EF3	L6	L	NoA	0,3	EF3L6NA	NA	Larvae	0,000828785	0,001308121	0,006492945	0,049144481	0,000494116	0,00251941	0,000139338	0,003879158	0,026003751	1,7833E-05	0,000103724	-0,000316083	0,002516227	6,40886E-05	0,001328897	-8,60351E-05	9,47162E-06	2,64458E-06	0,002619375	0,004033408	0,000668699	0,001209476	6,32708E-05	6,86812E-05	3,09514E-05	0	0,000720719	7,92971E-07	5,57798E-05	0,000202136	0,000199633	0,002804899	0,000117236	0,001309102	0,000266959	0,000871333
69	207	E	F3	EF3	L7	L	NoA	0,8	EF3L7NA	NA	Larvae	0,000735218	0,001334364	0,007976636	0,058959895	0,00185482	0,001462674	0,000284278	0,002569661	0,055528928	-4,50728E-05	0,000421128	0,000375485	0,004596043	6,35278E-05	0,002626589	-0,000251932	-3,91752E-05	3,63215E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
70	208	E	F4	EF4	H2	H	A	0,8	EF4H2A	NA	Larvae	0,001188738	0,001860133	0,005207704	0,035553958	0,000687228	0,001304893	0,00023822	0,002263521	0,025227401	2,02647E-05	0,000150528	1,0158E-05	0,002252866	2,37272E-05	0,000931116	-3,68874E-05	-1,49435E-06	-1,57169E-06	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
71	209	E	F4	EF4	H3	H	A	0,6	EF4H3A	NA	Larvae	0,001875342	0,003089848	0,00396766	0,045976282	0,000589259	0,000702247	0,000244224	0,002028476	0,01629447	2,14081E-06	0,00018593	5,96452E-05	0,002114875	6,35989E-05	0,001133247	-0,00022205	5,214E-06	-3,38135E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
72	210	E	F4	EF4	H9	H	A	0,8	EF4H9A	NA	Larvae	0,002009026	0,003186009	0,004431392	0,036122471	0,000944428	0,000646924	0,000309476	0,002802463	0,026237007	-9,83774E-06	0,000266708	2,24772E-05	0,002613966	4,71331E-05	0,001125288	-9,12562E-06	4,19054E-05	-4,56479E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
73	211	E	F4	EF4	L4	L	NoA	0,8	EF4L4NA	NA	Larvae	0,001149486	0,00187082	0,002606701	0,049004992	0,000688547	0,000473452	0,000236617	0,001978574	0,022772498	1,26591E-05	0,000206393	7,51228E-06	0,001958629	1,60612E-05	0,000919174	-1,3835E-05	4,64714E-05	-9,16104E-06	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
74	212	E	F2	EF2	L7	L	A	0,7	EF2L7A	NA	Larvae	0,000917088	0,001506904	0,004712592	0,029691747	0,000689655	0,000759696	0,000184573	0,002249077	0,021995805	1,04815E-05	0,00020784	7,76853E-05	0,002172922	3,75186E-05	0,001340581	-2,77495E-05	7,84488E-06	-1,29024E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
75	213	E	F2	EF2	H2	H	A	0,9	EF2H2A	NA	Larvae	0,001186914	0,002045242	0,006270461	0,039342829	0,000826331	0,001743264	0,000237462	0,00341088	0,030529107	3,86866E-06	0,000320862	0,000360502	0,002543588	6,1618E-05	0,001488839	-2,87628E-05	-2,95053E-05	-2,61467E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
76	214	E	F2	EF2	H3	H	A	0,9	EF2H3A	NA	Larvae	0,003618588	0,005683284	0,004736684	0,031268738	0,000659651	0,000910416	0,00030129	0,001338317	0,020715213	-4,51635E-06	0,000247893	0,000298752	0,001404339	8,61693E-05	0,000954254	-1,66156E-05	1,09384E-05	8,35851E-06	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
77	215	E	F2	EF2	H9	H	A	1,1	EF2H9A	NA	Larvae	0,002163615	0,003368158	0,003091918	0,016532663	0,000684828	0,000392843	0,000299622	0,001125905	0,015786155	-5,1285E-06	0,000212935	0,000129568	0,001215963	2,88105E-05	0,000686779	-2,5126E-05	5,49248E-07	-3,08488E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
78	216	E	F2	EF2	L4	L	NoA	0,9	EF2L4NA	NA	Larvae	0,002145588	0,003344463	0,004164652	0,032803969	0,000509248	0,00070927	0,000258585	0,001914045	0,02145633	1,58668E-05	0,000295262	0,000394601	0,001600459	4,92008E-05	0,000708924	0,000138814	1,5561E-05	-3,36036E-05	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
79	217	E	F2	EF2	L7	L	NoA	0,7	EF2L7NA	NA	Larvae	0,00152265	0,002452213	0,004101098	0,043163015	0,000632127	0,000497206	0,000220312	0,001517862	0,022511682	-8,35072E-06	0,000408664	0,000502982	0,001614544	3,19852E-05	0,000986052	-1,96969E-05	1,28569E-06	5,82139E-06	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
80	218	E	F2	EF2	H3	H	NoA	0,6	EF2H3NA	NA	Larvae	0,001924703	0,003089411	0,003853883	0,042499641	0,000887987	0,001498921	0,000329378	0,001993912	0,029674969	-1,16445E-05	0,00041569	0,000456171	0,001784613	3,13413E-05	0,00094348	-0,000119262	1,51699E-05	-1,21332E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
81	219	E	F3	EF3	H3	H	A	0,7	EF3H3A	NA	Larvae	0,002867633	0,004416075	0,003578509	0,039002396	0,001086112	0,000780553	0,000336562	0,001007662	0,023960521	-1,94559E-05	0,00018924	1,35941E-05	0,001330159	4,72683E-05	0,001078256	-0,000241451	1,76845E-05	-8,24848E-06	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
82	220	E	F2	EF2	H9	H	NoA	0,8	EF2H9NA	NA	Larvae	0,001311572	0,002042218	0,00268311	0,024363522	0,000936437	0,000624366	0,000297729	0,001328832	0,021071737	2,25726E-06	0,000204218	0,000101702	0,001426562	2,76661E-05	0,000861521	-5,69992E-05	-4,12518E-06	-1,55734E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
83	221	E	F3	EF3	L4	L	A	0,8	EF3L4A	NA	Larvae	0,002755891	0,004370816	0,003436599	0,022553496	0,000770519	0,000621984	0,000416137	0,001968378	0,02022354	1,66777E-06	0,000277938	0,000229707	0,001654486	3,61935E-05	0,000720441	-6,26054E-05	7,90901E-05	-4,0832E-05	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
84	222	E	F3	EF3	H2	H	A	1	EF3H2A	NA	Larvae	0,001677291	0,002650145	0,005213937	0,033310883	0,000765662	0,001102989	0,000307367	0,002357507	0,026256377	1,76855E-06	0,000226947	0,000159158	0,001248366	3,76517E-05	0,000987559	1,33502E-05	-2,08339E-05	-3,85153E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
85	223	E	F2	EF2	H2	H	NoA	0,4	EF2H2NA	NA	Larvae	0,001070723	0,001721884	0,002309078	0,026227794	0,000639321	0,000713299	0,000194109	0,001123002	0,014868943	5,74695E-06	0,000105524	1,99913E-05	0,001027585	8,54981E-06	0,000973192	-8,00224E-05	2,54125E-05	-2,12566E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
86	224	S	F5	SF5	H3	H	NoA	0,7	SF5H3NA	NA	Larvae	0,004498056	0,007104322	0,00488201	0,046400014	0,001642358	0,001182611	0,00052908	0,001670249	0,029290191	2,90532E-07	0,000333282	0,000300956	0,002089792	5,28304E-05	0,00168543	-5,1884E-06	1,67513E-05	-2,27488E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
87	225	S	F5	SF5	L4	L	NoA	0,4	SF5L4NA	NA	Larvae	0,00160273	0,002575076	0,003050845	0,01754827	0,001000823	0,000738613	0,000197448	0,001357168	0,015720946	-5,3817E-06	0,000378796	0,000434248	0,001396906	4,6385E-05	0,001193932	-3,59297E-05	-2,8394E-06	-6,21218E-05	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
88	226	S	F5	SF5	L7	L	NoA	0,6	SF5L7NA	NA	Larvae	0,00247249	0,003841794	0,007361673	0,043317957	0,001411724	0,002049567	0,000320496	0,00298991	0,034157956	-6,55494E-05	0,000801448	0,001051517	0,003082179	4,57249E-05	0,001441217	3,01388E-05	4,6373E-05	-3,07559E-05	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
89	227	S	F5	SF5	L6	L	NoA	0,4	SF5L6NA	NA	Larvae	0,000900177	0,001367081	0,004072833	0,038389762	0,000941955	0,001669561	0,000151749	0,002286182	0,022451449	-2,38558E-05	0,000511229	0,000696494	0,001887553	1,63043E-05	0,001522855	-3,72701E-05	-7,85372E-06	-3,75218E-06	0,002619375	0,004033408	0,000668699	0,001209476	6,32708E-05	6,86812E-05	3,09514E-05	0	0,000720719	7,92971E-07	5,57798E-05	0,000202136	0,000199633	0,002804899	0,000117236	0,001309102	0,000266959	0,000871333
90	228	S	F5	SF5	H9	H	A	0,3	SF5H9A	NA	Larvae	0,000406076	0,000836759	0,007209512	0,04490881	0,00153025	0,001432047	0,000158177	0,003817682	0,036524975	-1,61403E-05	0,000535798	0,000674123	0,002950203	8,41772E-05	0,002305343	-0,000133375	-5,89526E-06	-3,98378E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
91	229	S	F5	SF5	H2	H	NoA	0,6	SF5H2NA	NA	Larvae	0,001983545	0,003058475	0,003441824	0,032146432	0,002097544	0,000851123	0,000371872	0,002117113	0,026847122	-2,22532E-05	0,000725691	0,000629454	0,002168938	2,68953E-05	0,002435161	0,000181323	0,000235768	-0,000104484	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
92	230	S	F1	SF1	L7	L	NoA	0,9	SF1L7NA	NA	Larvae	0,003532958	0,005816266	0,005489393	0,043364629	0,000909482	0,001207413	0,000327208	0,00277955	0,02029399	-1,62458E-05	0,00055496	0,000542129	0,002475071	4,1584E-05	0,001435432	0,000248675	-4,27729E-06	-5,66616E-06	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
93	234	S	F1	SF1	L6	L	NoA	1,1	SF1L6NA	NA	Larvae	0,001142655	0,001821388	0,001835118	0,026931684	0,000636619	0,000348549	0,000357198	0,000588185	0,020592833	4,28145E-05	0,000105881	2,43353E-05	0,000493151	1,79081E-05	0,000496271	3,05117E-05	-8,78076E-06	-1,96686E-05	0,002619375	0,004033408	0,000668699	0,001209476	6,32708E-05	6,86812E-05	3,09514E-05	0	0,000720719	7,92971E-07	5,57798E-05	0,000202136	0,000199633	0,002804899	0,000117236	0,001309102	0,000266959	0,000871333
94	235	S	F1	SF1	L4	L	A	0,2	SF1L4A	NA	Larvae	0,00014437	0,000405839	0,004302095	0,02609208	0,000510823	0,001553649	0,00022949	0,002006096	0,021956173	7,82956E-05	0,000197518	0,000530917	0,001261739	3,17608E-05	0,000616883	4,44843E-05	-4,89934E-06	-1,94471E-05	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
95	236	S	F1	SF1	L4	L	NoA	0,8	SF1L4NA	NA	Larvae	0,002297982	0,00370907	0,011529241	0,114677335	0,003071549	0,004403237	0,001533841	0,007947938	0,103480049	0,000342837	0,000519128	0,000348227	0,003806419	9,56305E-05	0,003295835	0,000374972	3,275E-05	-0,000108751	0,002634367	0,003785722	0,000483821	0,001174254	8,24519E-05	4,6878E-06	1,59931E-05	0	0,001030618	1,87258E-06	0,000128408	0,00049988	0,000202875	0,001257259	0,000188853	0,002473921	0,000507819	0,003139919
96	237	S	F1	SF1	H9	H	A	0,6	SF1H9A	NA	Larvae	0,001290629	0,00218519	0,003869279	0,033446173	0,000737459	0,00061936	0,000458928	0,001304742	0,024715107	0,000114533	8,58577E-05	-6,90447E-05	0,000951129	2,00905E-05	0,000934964	5,207E-05	1,71392E-05	2,00185E-06	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
97	238	E	F4	EF4	H9	H	NoA	1,4	EF4H9NA	NA	Larvae	0,00111583	0,001801071	0,001883697	0,046913147	0,001021314	0,000489481	0,000427599	0,001291915	0,027089779	7,4491E-05	7,99734E-05	-0,000138493	0,000591147	1,3432E-05	0,000602196	0,000223042	5,46335E-06	-5,69322E-05	0,003225339	0,004988167	0,000524744	0,000665267	5,83275E-05	-3,10034E-05	2,66215E-05	0	0,000696593	-5,56095E-07	6,49048E-05	0,000266231	8,76571E-05	0,002323865	3,30816E-05	0,00260351	0,001725696	0,000909395
98	239	S	F1	SF1	H3	H	A	0,6	SF1H3A	NA	Larvae	0,000556392	0,000854329	0,001371783	0,019133822	0,000421036	0,000187523	0,000215557	0,00063083	0,013339434	4,18767E-05	5,83128E-05	-2,70603E-05	0,000371409	1,49549E-05	0,000334045	-2,00521E-05	1,53047E-05	-1,69998E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
99	240	S	F1	SF1	H2	H	A	0,6	SF1H2A	NA	Larvae	0,000972878	0,00152213	0,003252983	0,051837761	0,001041742	0,001452826	0,000540202	0,002049254	0,037115511	6,31878E-05	0,000111527	-0,000153247	0,001157288	3,05511E-05	0,000888979	6,63482E-05	8,51218E-06	-4,61103E-05	0,004654257	0,007290774	0,000539326	0,001230383	4,10546E-05	3,17097E-05	3,74702E-05	0	0,000671497	2,27066E-06	8,65909E-05	0,000308319	0,000188911	0,001206107	-4,13669E-05	0,00307327	0,002111048	0,000851095
100	241	S	F1	SF1	L7	L	A	1,2	SF1L7A	NA	Larvae	0,000864992	0,001670017	0,002213945	0,032130443	0,00108372	0,00087991	0,000575993	0,001191316	0,028563195	0,000112844	0,000101597	-8,40899E-05	0,000743215	4,31754E-05	0,000811974	5,51139E-05	2,90037E-05	3,50336E-06	0,004914928	0,007809747	0,000368138	0,000763794	1,20469E-06	8,29836E-05	5,26963E-05	0	0,000710416	-5,6629E-07	2,62396E-05	6,22608E-05	0,000515409	0,001008841	9,25412E-06	0,001420067	0,000278019	0,001668105
